Project ID	GeoNameID	   0
P095485	3841956	   1
P095485	3429979	   3
P095485	3430589	   1
P095485	3435910	   1
P095485	3427655	   3
P095485	7289233	   3
P095485	3433522	   2
P095485	3427753	   3
P095485	3429886	   2
P095485	3836873	   2
P095485	3838583	   2
P095485	3844421	   2
P095485	3860259	   2
P095485	3434140	   3
P095485	3428983	   3
P095485	3433778	   3
P095485	3427504	   3
P095485	3430544	   3
P095485	3431270	   3
P095485	3432134	   3
P095485	3436227	   3
P095485	3429088	   3
P095485	7289234	   3
P095485	3433328	   3
P095485	3430550	   3
P095485	3430696	   3
P095485	3433357	   3
P095485	3433975	   3
P095485	3434003	   3
P095485	3436394	   3
P095485	3429651	   3
P095485	3436042	   3
P095485	3480740	   2
P095485	3434130	   3
P095485	3435809	   3
P095485	3427212	   3
P095485	3433977	   3
P095485	3433780	   3
P095485	3430982	   3
P095485	3430705	   3
P095485	3430867	   3
P095485	3433798	   3
P095485	3431309	   3
P095485	3435710	   3
P095485	3428056	   3
P095485	3435962	   3
P095485	3432039	   3
P095485	3436038	   3
P095514	3435907	   4
P095514	3833578	   4
P095514	3836276	   4
P095514	3844419	   4
P095514	3860255	   4
P095515	3434137	   4
P095515	3834450	   4
P095515	3836276	   4
P095515	3836350	   4
P095515	3837029	   4
P095515	3837152	   4
P095515	3838830	   4
P095515	3843122	   4
P095515	3844419	   4
P095515	3848949	   4
P095515	3849574	   4
P095515	3860255	   4
P095515	3861244	   4
P095515	3435907	   4
P095515	3433955	   4
P095569	3865483	   6
P095569	3433896	   4
P095569	3435214	   4
P095569	3435907	   4
P095569	3838830	   4
P095569	3841232	   1
P095569	3836276	   4
P095569	3839565	   1
P099051	3835748	   1
P099051	3836276	   4
P099051	3837457	   1
P099051	3853605	   1
P099051	3832626	   1
P099051	3836147	   1
P099051	3860798	   1
P099051	3847669	   1
P099051	3860998	   1
P099051	3838175	   1
P099051	3837854	   1
P099051	3860999	   1
P099051	3865762	   1
P099051	3853477	   1
P099051	3855377	   1
P099051	3837456	   1
P099051	3835793	   1
P099051	3837675	   1
P099051	3860255	   4
P099051	3855333	   1
P099051	3838583	   1
P099051	3434137	   4
P100806	3430693	   5
P100806	3435910	   1
P100806	3843122	   4
P100806	3838830	   4
P100806	3861244	   4
P100806	3836350	   4
P100806	3842181	   4
P100806	3844421	   1
P100806	3861887	   4
P100806	3429977	   4
P100806	3841477	   2
P100806	3834448	   2
P100806	3836276	   5
P100806	3837029	   1
P100806	3837152	   1
P100806	3860255	   1
P100806	3848949	   4
P100806	3862286	   4
P100806	3835868	   4
P100806	3833578	   4
P101170	3865483	   8
P101171	3865483	   8
P101253	3838233	   2
P101253	3837558	   1
P101253	3837956	   1
P101253	3840286	   1
P105288	3435907	   4
P105288	3436227	   3
P105288	3433778	   3
P105288	3433522	   1
P105288	3433357	   3
P105288	3432134	   3
P105288	3431270	   3
P105288	7289233	   3
P105288	3429651	   3
P105288	3428983	   3
P105288	7289234	   3
P105288	3427655	   3
P105288	3427504	   3
P105288	3436394	   3
P105288	3436042	   3
P105288	3433922	   3
P105288	3429088	   3
P105288	3427753	   3
P105288	3480740	   1
P105288	3427215	   1
P105288	3430550	   3
P105288	3430838	   1
P105288	3436219	   3
P105288	3427832	   3
P105288	3841159	   1
P105288	3860164	   1
P105288	3849300	   1
P105288	3855104	   1
P105288	3838650	   1
P105288	3861953	   1
P105288	3433723	   1
P105288	3430696	   3
P105288	3430786	   3
P105288	3434003	   3
P105680	3431270	   3
P105680	3432134	   3
P105680	3435907	   4
P105680	3433955	   4
P105680	3429558	   5
P105680	3436227	   3
P105680	3432555	   1
P105680	3855127	   3
P105680	3864040	   1
P105680	3429651	   3
P105680	3436042	   3
P105680	3430785	   2
P105680	3429557	   5
P105680	3436394	   3
P106684	3848949	   4
P106684	3861244	   4
P106684	3844419	   4
P106684	3860255	   4
P106684	3838830	   4
P106684	3861887	   4
P113896	3837152	   4
P114008	3429886	   1
P114008	3838583	   1
P114008	3860259	   1
P114008	3865483	   8
P114008	3836873	   1
P114018	3859380	   3
P114018	3866396	   1
P114018	3866377	   1
P114018	3866369	   1
P114018	3855140	   1
P114018	3866375	   1
P114018	3833201	   1
P114018	3866382	   1
P114018	3859384	   1
P114018	3859953	   1
P114018	3848493	   1
P114018	3843997	   1
P114018	3837121	   3
P114018	3833419	   3
P114018	3832779	   1
P114018	3860730	   1
P114018	3837987	   1
P114018	3861059	   1
P114018	3864331	   1
P114018	3428023	   1
P114018	3435103	   1
P114018	3430029	   1
P114018	3435988	   1
P114018	3429834	   1
P114018	3430104	   1
P114018	3430597	   3
P114018	3857851	   1
P114018	3849496	   1
P114018	3853591	   1
P114018	3850047	   1
P114018	3840255	   1
P114018	3835836	   1
P114018	3840258	   1
P114018	3859640	   1
P114018	3844965	   1
P114018	3863659	   1
P114018	3843135	   1
P114018	3853706	   1
P114018	3850920	   1
P114018	3865416	   2
P114018	3839262	   1
P114018	3843788	   1
P114018	3835027	   1
P114018	3843122	   4
P114018	3861244	   4
P114018	3434137	   4
P114018	3435214	   4
P114018	3836276	   4
P114018	3860255	   4
P115183	3865483	   6
P116989	3433896	   4
P116989	3849574	   4
P116989	3865483	   6
P116989	3435214	   4
P116989	3845414	   1
P116989	3435364	   1
P116989	3433899	   1
P116989	3430648	   1
P116989	3430104	   1
P116989	3428071	   1
P116989	3853592	   1
P116989	3839282	   1
P116989	3835994	   1
P116989	3435217	   4
P117377	3865483	   6
P100806	3834450	   4
P100806	3434137	   4
P100806	3435214	   4
P096017	3860259	   1
P096017	3838583	   1
P096017	3429886	   1
P096017	3836873	   1
P077187	3865483	   8
P094471	3865483	   8
P120198	3846135	   1
P114081	3435907	   4
P116974	3865483	   6
P110599	3433955	   4
P110599	3435907	   4
P110599	3862286	   4
P110599	3860255	   4
P110599	3435214	   4
P110599	3434137	   4
P110599	3433896	   4
P110599	3853404	   4
P110599	3849574	   4
P110599	3848949	   4
P110599	3844419	   4
P110599	3430657	   4
P110599	3838830	   4
P110599	3838231	   4
P110599	3837152	   4
P110599	3837029	   4
P110599	3836350	   4
P110599	3836276	   4
P110599	3835868	   4
P110599	3834450	   4
P110599	3833578	   4
P110599	3861887	   4
P110599	3861244	   4
P110599	3843122	   4
P114081	3849300	   1
P114081	3849298	   3
P114081	3855104	   1
P114081	3855102	   3
P114081	3855039	   3
P114081	3855041	   1
P114081	3841679	   1
P114081	3841678	   3
P114081	3846864	   1
P114081	3846861	   3
P114081	3429652	   1
P114081	7778796	   1
P114081	3435810	   1
P114081	3436043	   1
P114081	3433359	   1
P114081	3865483	   6
P120211	3862286	   4
P120211	3435214	   4
P120211	3433896	   4
P120211	3853404	   4
P120211	3430657	   4
P120211	3838231	   4
P120211	3835868	   4
P120211	3833578	   4
P120211	3861887	   4
P120622	3865483	   6
P121836	3848949	   4
P121836	3848950	   1
P120198	3428071	   1
P120198	3435266	   2
P120198	2094426	   3
P120198	3436309	   3
P120198	3428070	   3
P120198	3430180	   1
P120198	7733019	   1
P120198	3431356	   3
P120198	3855108	   3
P120198	7733150	   1
P120198	3859838	   3
P120198	3863700	   3
P120198	3833578	   4
P120198	3861887	   4
P120198	3435214	   4
P120198	3862286	   4
P120198	3853404	   4
P120198	3838231	   4
P120198	3433896	   4
P120198	3835868	   4
P120198	3430657	   4
P078143	3865483	   6
P125151	3835868	   4
P125151	3861887	   4
P099585	3843026	   1
P099585	3846991	   1
P099585	3863314	   1
P099585	3862222	   1
P099585	3854494	   1
P099585	3859429	   1
P099585	3843817	   1
P099585	3838793	   1
P099585	3845635	   1
P099585	3862515	   1
P099585	3840470	   1
P099585	3846343	   1
P099585	3845467	   1
P099585	3849388	   1
P099585	3844899	   1
P099585	7304381	   1
P099585	3835762	   1
P099585	3865474	   1
P099585	3862883	   1
P099585	3852279	   1
P099585	3838874	   1
P099585	3838201	   1
P087641	616228	   1
P099630	616631	   1
P104467	616412	   1
P104467	616513	   1
P107614	174823	   1
P116760	174950	   1
P099630	174875	   1
P099630	174895	   1
P099630	616250	   1
P104467	174748	   1
P104467	391236	   1
P104467	616593	   1
P087620	616758	   1
P087641	616724	   1
P099630	174710	   1
P099630	174726	   1
P099630	174763	   1
P099630	174823	   1
P099630	616178	   1
P099630	616194	   1
P099630	616599	   1
P099630	616627	   1
P104467	616595	   1
P107614	866152	   1
P115486	616104	   1
P087620	616635	   1
P087641	866164	   1
P099630	616206	   1
P104467	174755	   1
P104467	616121	   1
P104467	616523	   1
P116760	174972	   1
P087620	616158	   1
P087620	616877	   1
P087620	616953	   1
P087641	616594	   1
P099630	616052	   1
P099630	616953	   1
P107614	616065	   1
P087620	866153	   1
P087641	616258	   1
P087641	866160	   1
P099630	616435	   1
P107614	174710	   1
P107614	174726	   1
P115743	409314	   4
P115743	828262	   4
P087620	616160	   1
P087620	866152	   1
P087620	866164	   1
P099630	616438	   1
P099630	616785	   1
P099630	866152	   1
P104467	616126	   1
P107614	174895	   1
P107614	616697	   1
P115743	409315	   4
P115743	828261	   4
P087641	866152	   1
P087641	866163	   1
P087641	866165	   1
P099630	616446	   1
P099630	616752	   1
P099630	616802	   1
P104467	616484	   1
P107614	616629	   1
P115486	616508	   1
P063398	616438	   1
P063398	616188	   1
P063398	174726	   1
P063398	174710	   1
P063398	616052	   1
P087620	616052	   1
P087620	616228	   1
P087620	828261	   4
P087620	616674	   1
P087620	174884	   1
P087620	7647071	   1
P087620	7670941	   1
P087620	7670934	   1
P087620	616438	   1
P087620	7670940	   1
P087620	616250	   1
P087620	616188	   1
P087620	616530	   1
P087641	616936	   1
P087641	616882	   1
P087641	616881	   1
P087641	616052	   1
P087641	866161	   1
P087641	616758	   1
P087641	616712	   1
P087641	616697	   1
P087641	616657	   1
P087641	174886	   2
P087641	616721	   1
P087641	616593	   1
P087641	616570	   1
P087641	7670941	   1
P087641	616218	   1
P087641	866159	   1
P087641	616947	   1
P087641	866153	   1
P087641	866155	   1
P087641	616065	   1
P094225	828259	   4
P094225	828260	   4
P094225	409313	   4
P094225	616051	   4
P094225	828261	   4
P094225	828262	   4
P094225	828263	   4
P094225	616462	   1
P094225	616614	   1
P094225	616551	   1
P094225	616678	   1
P094225	616775	   1
P094225	616328	   1
P094225	866096	   1
P094225	616851	   1
P094225	174991	   1
P094225	866135	   1
P094225	174725	   1
P094225	174955	   1
P094225	616350	   1
P094225	616100	   1
P094225	616335	   1
P094225	7647810	   1
P094225	174965	   1
P094225	616404	   1
P094225	391236	   1
P094225	174979	   1
P094225	7647811	   1
P094225	616595	   1
P094225	7647812	   1
P094225	174878	   1
P094225	7647814	   1
P094225	616849	   1
P094225	616206	   1
P094225	866160	   1
P094225	7646418	   1
P094225	616173	   1
P094225	616456	   1
P094225	616599	   1
P094225	616119	   1
P094225	616740	   1
P094225	616438	   1
P094225	616094	   1
P094225	616109	   1
P094225	616040	   1
P094225	616572	   1
P094225	823819	   1
P094225	616785	   1
P094225	617026	   1
P094225	616341	   1
P094225	616554	   1
P094225	616530	   1
P094225	616330	   1
P094225	616742	   1
P094225	616648	   1
P094225	616639	   1
P094225	616269	   1
P094225	616178	   1
P094225	616476	   1
P094225	823745	   1
P094225	616974	   1
P094225	616194	   1
P094225	828264	   4
P094225	616635	   1
P094225	616223	   1
P094225	616857	   1
P094225	616300	   1
P094225	616728	   1
P094225	616971	   1
P094225	616490	   1
P094225	174804	   1
P094225	174730	   1
P094225	174942	   1
P094225	174823	   1
P094225	174757	   1
P094225	174895	   1
P094225	174875	   1
P094225	409314	   4
P094225	174840	   1
P094225	174769	   1
P094225	174997	   1
P094225	174849	   1
P094225	616802	   1
P094225	174916	   1
P094225	828265	   4
P094225	174716	   1
P094225	174794	   1
P094225	174785	   1
P094225	409315	   4
P094225	174731	   1
P094225	174750	   1
P094225	7647953	   1
P094225	7647806	   1
P094225	616116	   1
P094225	616457	   1
P094225	616855	   1
P094225	616752	   1
P094225	174701	   1
P094225	616684	   1
P094225	616888	   1
P094225	616879	   1
P094225	616320	   1
P094225	616126	   1
P094225	823784	   1
P094225	866093	   1
P094225	616250	   1
P094225	616763	   1
P094225	616620	   1
P094225	616887	   1
P094225	616446	   1
P094225	616780	   1
P094225	174752	   1
P094225	175008	   1
P094225	616627	   1
P094225	174898	   1
P094225	616956	   1
P094225	616953	   1
P094225	866082	   1
P094225	616366	   1
P094225	616132	   1
P094225	616102	   1
P094225	616228	   1
P094225	616050	   1
P099630	174982	   8
P099630	616199	   1
P099630	174725	   1
P099630	616228	   1
P104467	174743	   1
P104467	174805	   1
P104467	174895	   1
P104467	174940	   1
P104467	174964	   1
P104467	174984	   1
P104467	174991	   1
P104467	612561	   1
P104467	613075	   1
P104467	616119	   1
P104467	616139	   1
P104467	616213	   1
P104467	616255	   1
P104467	616278	   1
P104467	616290	   1
P104467	616341	   1
P104467	616399	   1
P104467	616400	   1
P104467	616424	   1
P104467	616554	   1
P104467	616599	   1
P104467	616631	   1
P104467	616635	   1
P104467	616769	   1
P104467	616792	   1
P104467	616874	   1
P104467	616888	   1
P104467	616898	   1
P104467	616918	   1
P104467	616920	   1
P104467	616936	   1
P104467	616953	   1
P104467	616954	   1
P104467	616990	   1
P104467	823748	   1
P104467	823755	   1
P104467	823793	   1
P104467	823811	   1
P104467	866082	   1
P104467	828259	   4
P104467	409313	   4
P104467	828260	   4
P104467	828261	   4
P104467	828262	   4
P104467	828263	   4
P104467	828264	   4
P104467	409314	   4
P104467	828265	   4
P104467	409315	   4
P104467	616851	   1
P104467	616629	   1
P104467	616627	   1
P104467	616722	   1
P104467	7646418	   1
P104467	616307	   1
P104467	616137	   1
P104467	616034	   1
P107614	616188	   1
P107614	616438	   1
P107614	616052	   1
P107614	617026	   1
P107614	616974	   1
P107614	616953	   1
P107614	174991	   1
P107614	616887	   1
P107614	174979	   1
P107614	616878	   1
P107614	616877	   1
P107614	616802	   1
P107614	616790	   1
P107614	616785	   1
P107614	616786	   1
P107614	616752	   1
P107614	616062	   1
P107614	616599	   1
P107614	616627	   1
P107614	174884	   1
P107614	174875	   1
P107614	616451	   1
P107614	616435	   1
P107614	616333	   1
P107614	616250	   1
P107614	174763	   1
P107614	616199	   1
P107614	616194	   1
P107614	616178	   1
P107614	616160	   1
P107614	616108	   1
P107614	174725	   1
P107772	174982	   6
P116681	828259	   4
P116681	828260	   4
P116760	174782	   1
P116760	174791	   1
P116760	174911	   1
P116760	174975	   1
P116760	616056	   1
P116760	616119	   1
P116760	616154	   1
P116760	616438	   1
P116760	616635	   1
P116760	616698	   1
P116760	616990	   1
P116760	828260	   4
