GID_LAT	GID_LON	mean_1870-1999	mean_1995-1999	mean_2015-2030	0	-nan	0	-nan
-23.11266	-22.5	296.629	297.013	297.565	0.384	0.129455	0.936	0.315546
-23.11266	-21.09375	296.508	296.894	297.44	0.386	0.130182	0.932	0.314325
-23.11266	-19.6875	296.388	296.777	297.316	0.389	0.131247	0.928	0.313103
-23.11266	-18.28125	296.257	296.65	297.181	0.393	0.132655	0.924	0.311891
-23.11266	-16.875	296.097	296.499	297.013	0.402	0.135766	0.916	0.309358
-23.11266	-15.46875	295.946	296.352	296.853	0.406	0.137187	0.907	0.306475
-23.11266	-14.0625	295.803	296.205	296.697	0.402	0.135901	0.894	0.302228
-23.11266	-12.65625	295.651	296.044	296.53	0.393	0.132927	0.879	0.29731
-23.11266	-11.25	295.458	295.839	296.324	0.381	0.128952	0.866	0.293104
-23.11266	-9.84375	295.26	295.631	296.119	0.371	0.125652	0.859	0.29093
-23.11266	-8.4375	295.061	295.426	295.917	0.365	0.123703	0.856	0.29011
-23.11266	-7.03125	294.846	295.209	295.705	0.363	0.123115	0.859	0.291339
-23.11266	-5.625	294.607	294.971	295.475	0.364	0.123554	0.868	0.29463
-23.11266	-4.21875	294.4	294.767	295.274	0.367	0.12466	0.874	0.296875
-23.11266	-2.8125	294.201	294.572	295.078	0.371	0.126104	0.877	0.298096
-23.11266	-1.40625	294.012	294.387	294.892	0.375	0.127546	0.88	0.299308
-21.71189	0	294.189	294.575	295.103	0.386	0.131208	0.914	0.310685
-21.71189	1.40625	294.075	294.47	294.995	0.395	0.134319	0.92	0.312845
-21.71189	2.8125	294.013	294.414	294.946	0.401	0.136389	0.933	0.317333
-21.71189	4.21875	293.989	294.393	294.931	0.404	0.13742	0.942	0.32042
-21.71189	5.625	293.986	294.387	294.919	0.401	0.136401	0.933	0.317362
-21.71189	7.03125	294.141	294.532	295.053	0.391	0.132929	0.912	0.310055
-21.71189	8.4375	294.491	294.875	295.386	0.384	0.130394	0.895	0.303914
-21.71189	9.84375	295.142	295.527	296.032	0.385	0.130446	0.89	0.30155
-21.71189	11.25	296.162	296.595	297.139	0.433	0.146204	0.977	0.329887
-21.71189	12.65625	296.792	297.274	297.859	0.482	0.162403	1.067	0.359511
-21.71189	14.0625	297.228	297.738	298.442	0.51	0.171585	1.214	0.408441
-21.71189	15.46875	296.878	297.519	298.421	0.641	0.215914	1.543	0.519742
-21.71189	16.875	295.466	296.293	297.27	0.827	0.279897	1.804	0.610561
-21.71189	18.28125	294.092	295.032	295.888	0.94	0.319628	1.796	0.610693
-21.71189	19.6875	293.667	294.616	295.496	0.949	0.323155	1.829	0.622814
-21.71189	21.09375	294.239	295.161	295.979	0.922	0.313351	1.74	0.591356
-21.71189	22.5	294.779	295.688	296.429	0.909	0.308367	1.65	0.559741
-21.71189	23.90625	295.056	295.986	296.699	0.93	0.315194	1.643	0.556843
-21.71189	25.3125	295.163	296.131	296.792	0.968	0.327954	1.629	0.551898
-21.71189	26.71875	294.853	295.813	296.489	0.96	0.325586	1.636	0.554853
-21.71189	28.125	295.073	296.007	296.637	0.934	0.316532	1.564	0.530038
-21.71189	29.53125	294.973	295.822	296.465	0.849	0.287823	1.492	0.505809
-21.71189	30.9375	295.726	296.524	297.175	0.798	0.269844	1.449	0.489981
-21.71189	32.34375	295.672	296.446	297.099	0.774	0.261777	1.427	0.482629
-21.71189	33.75	296.457	297.257	297.886	0.8	0.269854	1.429	0.482026
-21.71189	35.15625	297.654	298.281	298.888	0.627	0.210647	1.234	0.414575
-21.71189	36.5625	299.504	299.95	300.522	0.446	0.148913	1.018	0.339895
-21.71189	37.96875	299.352	299.8	300.371	0.448	0.149657	1.019	0.340402
-21.71189	39.375	299.253	299.723	300.312	0.47	0.157058	1.059	0.353881
-21.71189	40.78125	299.407	299.901	300.511	0.494	0.164993	1.104	0.368729
-21.71189	42.1875	299.359	299.871	300.479	0.512	0.171032	1.12	0.374133
-21.71189	43.59375	298.075	298.785	299.473	0.71	0.238195	1.398	0.469009
-21.71189	45	296.594	297.453	298.167	0.859	0.289622	1.573	0.530355
-21.71189	46.40625	295.256	296.043	296.767	0.787	0.266548	1.511	0.511759
-21.71189	47.8125	295.322	295.931	296.543	0.609	0.206216	1.221	0.413447
-21.71189	49.21875	297.455	297.92	298.444	0.465	0.156326	0.989	0.332487
-21.71189	50.625	298.402	298.867	299.383	0.465	0.15583	0.981	0.328751
-21.71189	52.03125	298.318	298.799	299.319	0.481	0.161237	1.001	0.335548
-21.71189	53.4375	298.337	298.827	299.35	0.49	0.164244	1.013	0.339549
-21.71189	54.84375	298.225	298.721	299.234	0.496	0.166317	1.009	0.338335
-21.71189	56.25	298.143	298.635	299.154	0.492	0.165021	1.011	0.339099
-21.71189	57.65625	298.141	298.629	299.158	0.488	0.163681	1.017	0.341114
-21.71189	59.0625	298.119	298.609	299.14	0.49	0.164364	1.021	0.342481
-21.71189	60.46875	298.087	298.578	299.108	0.491	0.164717	1.021	0.342517
-21.71189	61.875	298.06	298.551	299.08	0.491	0.164732	1.02	0.342213
-21.71189	63.28125	298.019	298.512	299.034	0.493	0.165426	1.015	0.340582
-21.71189	64.6875	297.965	298.459	298.975	0.494	0.165791	1.01	0.338966
-21.71189	66.09375	297.916	298.41	298.92	0.494	0.165819	1.004	0.337008
-21.71189	67.5	297.864	298.357	298.862	0.493	0.165512	0.998	0.335052
-21.71189	68.90625	297.804	298.298	298.795	0.494	0.165881	0.991	0.332769
-21.71189	70.3125	297.739	298.236	298.723	0.497	0.166925	0.984	0.330491
-21.71189	71.71875	297.666	298.167	298.644	0.501	0.168309	0.978	0.328556
-21.71189	73.125	297.574	298.078	298.549	0.504	0.16937	0.975	0.32765
-21.71189	74.53125	297.495	298.002	298.465	0.507	0.170423	0.97	0.326056
-21.71189	75.9375	297.42	297.931	298.385	0.511	0.171811	0.965	0.324457
-21.71189	77.34375	297.337	297.85	298.301	0.513	0.172532	0.964	0.324211
-21.71189	78.75	297.239	297.75	298.206	0.511	0.171916	0.967	0.325327
-21.71189	80.15625	297.146	297.655	298.118	0.509	0.171296	0.972	0.327112
-21.71189	81.5625	297.057	297.569	298.036	0.512	0.172357	0.979	0.329566
-21.71189	82.96875	296.969	297.486	297.952	0.517	0.174092	0.983	0.331011
-21.71189	84.375	296.878	297.402	297.863	0.524	0.176503	0.985	0.331786
-21.71189	85.78125	296.788	297.317	297.773	0.529	0.178242	0.985	0.331887
-21.71189	87.1875	296.694	297.221	297.684	0.527	0.177624	0.99	0.333677
-21.71189	88.59375	296.596	297.117	297.595	0.521	0.17566	0.999	0.336822
-21.71189	90	296.485	296.995	297.495	0.51	0.172015	1.01	0.340658
-21.71189	91.40625	296.384	296.881	297.4	0.497	0.167688	1.016	0.342799
-21.71189	92.8125	296.287	296.776	297.312	0.489	0.165043	1.025	0.345948
-21.71189	94.21875	296.192	296.679	297.229	0.487	0.16442	1.037	0.350111
-21.71189	95.625	296.108	296.601	297.159	0.493	0.166493	1.051	0.354938
-21.71189	97.03125	296.066	296.567	297.129	0.501	0.169219	1.063	0.359042
-21.71189	98.4375	296.053	296.558	297.123	0.505	0.170578	1.07	0.361422
-21.71189	99.84375	296.061	296.569	297.136	0.508	0.171586	1.075	0.363101
-21.71189	101.25	296.113	296.615	297.188	0.502	0.16953	1.075	0.363037
-21.71189	102.65625	296.217	296.708	297.291	0.491	0.165757	1.074	0.362572
-21.71189	104.0625	296.366	296.846	297.437	0.48	0.161962	1.071	0.361377
-21.71189	105.46875	296.574	297.047	297.642	0.473	0.159488	1.068	0.360112
-21.71189	106.875	296.907	297.376	297.971	0.469	0.157962	1.064	0.358361
-21.71189	108.28125	297.299	297.766	298.365	0.467	0.157081	1.066	0.358562
-21.71189	109.6875	297.72	298.182	298.796	0.462	0.155179	1.076	0.361413
-21.71189	111.09375	298.214	298.671	299.311	0.457	0.153246	1.097	0.367857
-21.71189	112.5	298.818	299.286	299.957	0.468	0.156617	1.139	0.381168
-21.71189	113.90625	299.226	299.728	300.429	0.502	0.167766	1.203	0.402037
-21.71189	115.3125	299.793	300.373	301.222	0.58	0.193467	1.429	0.476662
-21.71189	116.71875	299.736	300.425	301.453	0.689	0.229869	1.717	0.572837
-21.71189	118.125	300.163	300.883	301.956	0.72	0.23987	1.793	0.597342
-21.71189	119.53125	299.847	300.577	301.655	0.73	0.243457	1.808	0.602974
-21.71189	120.9375	299.491	300.182	301.256	0.691	0.230725	1.765	0.589333
-21.71189	122.34375	299.482	300.131	301.221	0.649	0.216708	1.739	0.580669
-21.71189	123.75	299.493	300.045	301.182	0.552	0.184311	1.689	0.563953
-21.71189	125.15625	299.352	299.885	300.986	0.533	0.178051	1.634	0.545846
-21.71189	126.5625	299.037	299.571	300.636	0.534	0.178573	1.599	0.534716
-21.71189	127.96875	298.825	299.428	300.419	0.603	0.20179	1.594	0.533423
-21.71189	129.375	298.475	299.099	300.074	0.624	0.209063	1.599	0.535723
-21.71189	130.78125	298.029	298.696	299.654	0.667	0.223804	1.625	0.545249
-21.71189	132.1875	297.528	298.166	299.184	0.638	0.214434	1.656	0.556586
-21.71189	133.59375	297.087	297.705	298.74	0.618	0.20802	1.653	0.556403
-21.71189	135	297.177	297.808	298.852	0.631	0.212331	1.675	0.563637
-21.71189	136.40625	297.746	298.37	299.44	0.624	0.209575	1.694	0.568941
-21.71189	137.8125	299.433	299.981	301.097	0.548	0.183013	1.664	0.555717
-21.71189	139.21875	298.587	299.151	300.287	0.564	0.18889	1.7	0.569348
-21.71189	140.625	299.46	300.011	301.108	0.551	0.183998	1.648	0.550324
-21.71189	142.03125	299.021	299.585	300.673	0.564	0.188616	1.652	0.55247
-21.71189	143.4375	298.47	298.978	300.104	0.508	0.170201	1.634	0.547459
-21.71189	144.84375	296.901	297.443	298.547	0.542	0.182552	1.646	0.554394
-21.71189	146.25	296.471	297.034	298.124	0.563	0.189901	1.653	0.557559
-21.71189	147.65625	296.436	297.04	298.048	0.604	0.203754	1.612	0.543794
-21.71189	149.0625	295.973	296.54	297.43	0.567	0.191572	1.457	0.492275
-21.71189	150.46875	296.369	296.825	297.521	0.456	0.153862	1.152	0.388705
-21.71189	151.875	297.79	298.175	298.828	0.385	0.129286	1.038	0.348568
-21.71189	153.28125	297.99	298.327	298.971	0.337	0.113091	0.981	0.329206
-21.71189	154.6875	297.698	298.064	298.669	0.366	0.122943	0.971	0.326169
-21.71189	156.09375	297.57	298.001	298.592	0.431	0.14484	1.022	0.343449
-21.71189	157.5	297.726	298.143	298.747	0.417	0.140062	1.021	0.342933
-21.71189	158.90625	297.772	298.195	298.803	0.423	0.142055	1.031	0.346238
-21.71189	160.3125	297.791	298.224	298.835	0.433	0.145404	1.044	0.350581
-21.71189	161.71875	297.802	298.237	298.852	0.435	0.14607	1.05	0.352583
-21.71189	163.125	297.872	298.311	298.928	0.439	0.147379	1.056	0.354515
-21.71189	164.53125	297.805	298.253	298.892	0.448	0.150434	1.087	0.365004
-21.71189	165.9375	297.609	298.076	298.752	0.467	0.156917	1.143	0.384061
-21.71189	167.34375	297.718	298.182	298.826	0.464	0.155852	1.108	0.372164
-21.71189	168.75	297.812	298.284	298.913	0.472	0.158489	1.101	0.369696
-21.71189	170.15625	297.797	298.268	298.903	0.471	0.158161	1.106	0.371394
-21.71189	171.5625	297.792	298.262	298.905	0.47	0.157828	1.113	0.373751
-21.71189	172.96875	297.772	298.24	298.891	0.468	0.157167	1.119	0.375791
-21.71189	174.375	297.75	298.216	298.873	0.466	0.156507	1.123	0.377162
-21.71189	175.78125	297.732	298.197	298.854	0.465	0.156181	1.122	0.376849
-21.71189	177.1875	297.716	298.18	298.838	0.464	0.155853	1.122	0.376869
-21.71189	178.59375	297.682	298.146	298.806	0.464	0.155871	1.124	0.377584
-21.71189	180	297.63	298.097	298.752	0.467	0.156906	1.122	0.376978
-21.71189	-178.59375	297.613	298.079	298.73	0.466	0.156579	1.117	0.37532
-21.71189	-177.1875	297.59	298.054	298.705	0.464	0.155919	1.115	0.374677
-21.71189	-175.78125	297.565	298.028	298.678	0.463	0.155596	1.113	0.374036
-21.71189	-174.375	297.53	297.995	298.642	0.465	0.156287	1.112	0.373744
-21.71189	-172.96875	297.488	297.953	298.602	0.465	0.156309	1.114	0.374469
-21.71189	-171.5625	297.451	297.912	298.566	0.461	0.154984	1.115	0.374852
-21.71189	-170.15625	297.41	297.866	298.524	0.456	0.153324	1.114	0.374567
-21.71189	-168.75	297.367	297.819	298.476	0.452	0.152001	1.109	0.37294
-21.71189	-167.34375	297.337	297.79	298.443	0.453	0.152352	1.106	0.371969
-21.71189	-165.9375	297.31	297.761	298.415	0.451	0.151694	1.105	0.371666
-21.71189	-164.53125	297.287	297.733	298.39	0.446	0.150023	1.103	0.371022
-21.71189	-163.125	297.263	297.702	298.365	0.439	0.147681	1.102	0.370715
-21.71189	-161.71875	297.249	297.684	298.351	0.435	0.146342	1.102	0.370733
-21.71189	-160.3125	297.245	297.675	298.346	0.43	0.144662	1.101	0.370402
-21.71189	-158.90625	297.242	297.666	298.339	0.424	0.142645	1.097	0.36906
-21.71189	-157.5	297.236	297.653	298.329	0.417	0.140293	1.093	0.367721
-21.71189	-156.09375	297.235	297.641	298.317	0.406	0.136592	1.082	0.364022
-21.71189	-154.6875	297.246	297.643	298.315	0.397	0.133559	1.069	0.359635
-21.71189	-153.28125	297.255	297.647	298.314	0.392	0.131873	1.059	0.35626
-21.71189	-151.875	297.266	297.654	298.315	0.388	0.130523	1.049	0.352883
-21.71189	-150.46875	297.276	297.662	298.316	0.386	0.129846	1.04	0.349843
-21.71189	-149.0625	297.283	297.672	298.311	0.389	0.130852	1.028	0.345798
-21.71189	-147.65625	297.289	297.684	298.304	0.395	0.132867	1.015	0.341419
-21.71189	-146.25	297.295	297.695	298.291	0.4	0.134546	0.996	0.335021
-21.71189	-144.84375	297.301	297.705	298.279	0.404	0.135889	0.978	0.32896
-21.71189	-143.4375	297.306	297.711	298.269	0.405	0.136223	0.963	0.323909
-21.71189	-142.03125	297.309	297.714	298.26	0.405	0.136222	0.951	0.319869
-21.71189	-140.625	297.316	297.718	298.254	0.402	0.13521	0.938	0.315489
-21.71189	-139.21875	297.33	297.73	298.257	0.4	0.134531	0.927	0.311775
-21.71189	-137.8125	297.337	297.736	298.254	0.399	0.134191	0.917	0.308404
-21.71189	-136.40625	297.34	297.737	298.251	0.397	0.133517	0.911	0.306383
-21.71189	-135	297.348	297.739	298.251	0.391	0.131496	0.903	0.303685
-21.71189	-133.59375	297.359	297.743	298.255	0.384	0.129137	0.896	0.301319
-21.71189	-132.1875	297.364	297.743	298.257	0.379	0.127453	0.893	0.300305
-21.71189	-130.78125	297.365	297.739	298.255	0.374	0.125771	0.89	0.299295
-21.71189	-129.375	297.368	297.741	298.256	0.373	0.125434	0.888	0.29862
-21.71189	-127.96875	297.378	297.752	298.259	0.374	0.125766	0.881	0.296256
-21.71189	-126.5625	297.382	297.759	298.254	0.377	0.126773	0.872	0.293226
-21.71189	-125.15625	297.376	297.756	298.234	0.38	0.127784	0.858	0.288524
-21.71189	-123.75	297.369	297.752	298.207	0.383	0.128796	0.838	0.281805
-21.71189	-122.34375	297.361	297.736	298.174	0.375	0.126109	0.813	0.273405
-21.71189	-120.9375	297.341	297.703	298.131	0.362	0.121746	0.79	0.265688
-21.71189	-119.53125	297.313	297.661	298.082	0.348	0.117048	0.769	0.25865
-21.71189	-118.125	297.28	297.61	298.03	0.33	0.111006	0.75	0.252287
-21.71189	-116.71875	297.241	297.557	297.98	0.316	0.106311	0.739	0.24862
-21.71189	-115.3125	297.197	297.504	297.93	0.307	0.103298	0.733	0.246638
-21.71189	-113.90625	297.141	297.44	297.871	0.299	0.100626	0.73	0.245675
-21.71189	-112.5	297.058	297.348	297.791	0.29	0.097624	0.733	0.246753
-21.71189	-111.09375	296.976	297.265	297.713	0.289	0.0973143	0.737	0.248168
-21.71189	-109.6875	296.882	297.168	297.619	0.286	0.0963346	0.737	0.248247
-21.71189	-108.28125	296.758	297.037	297.49	0.279	0.094016	0.732	0.246666
-21.71189	-106.875	296.604	296.873	297.324	0.269	0.0906933	0.72	0.242748
-21.71189	-105.46875	296.456	296.716	297.163	0.26	0.0877027	0.707	0.238484
-21.71189	-104.0625	296.295	296.546	296.991	0.251	0.0847129	0.696	0.234901
-21.71189	-102.65625	296.123	296.367	296.81	0.244	0.0823982	0.687	0.231998
-21.71189	-101.25	295.926	296.163	296.601	0.237	0.0800876	0.675	0.228098
-21.71189	-99.84375	295.702	295.927	296.368	0.225	0.0760901	0.666	0.225227
-21.71189	-98.4375	295.48	295.695	296.144	0.215	0.072763	0.664	0.224719
-21.71189	-97.03125	295.267	295.473	295.93	0.206	0.0697674	0.663	0.224543
-21.71189	-95.625	295.007	295.202	295.671	0.195	0.0661001	0.664	0.225079
-21.71189	-94.21875	294.742	294.932	295.407	0.19	0.0644632	0.665	0.225621
-21.71189	-92.8125	294.512	294.698	295.181	0.186	0.0631553	0.669	0.227155
-21.71189	-91.40625	294.286	294.468	294.959	0.182	0.0618446	0.673	0.228689
-21.71189	-90	294	294.183	294.676	0.183	0.0622449	0.676	0.229932
-21.71189	-88.59375	293.756	293.937	294.438	0.181	0.0616158	0.682	0.232165
-21.71189	-87.1875	293.522	293.7	294.21	0.178	0.0606428	0.688	0.234395
-21.71189	-85.78125	293.267	293.446	293.965	0.179	0.0610365	0.698	0.238008
-21.71189	-84.375	293.041	293.235	293.766	0.194	0.0662023	0.725	0.247406
-21.71189	-82.96875	292.952	293.171	293.721	0.219	0.0747563	0.769	0.2625
-21.71189	-81.5625	292.842	293.088	293.66	0.246	0.0840043	0.818	0.279332
-21.71189	-80.15625	292.689	292.956	293.559	0.267	0.0912231	0.87	0.297244
-21.71189	-78.75	292.736	293.026	293.666	0.29	0.0990654	0.93	0.317692
-21.71189	-77.34375	293.166	293.471	294.112	0.305	0.104037	0.946	0.322684
-21.71189	-75.9375	293.715	294.007	294.63	0.292	0.0994161	0.915	0.311526
-21.71189	-74.53125	294.314	294.581	295.207	0.267	0.0907194	0.893	0.303417
-21.71189	-73.125	295.149	295.398	296.093	0.249	0.0843642	0.944	0.319838
-21.71189	-71.71875	295.613	295.958	296.678	0.345	0.116707	1.065	0.360268
-21.71189	-70.3125	294.846	295.352	296.201	0.506	0.171615	1.355	0.459562
-21.71189	-68.90625	287.429	288.105	289.131	0.676	0.235189	1.702	0.592146
-21.71189	-67.5	282.541	283.279	284.415	0.738	0.261201	1.874	0.663267
-21.71189	-66.09375	283.19	283.972	285.103	0.782	0.27614	1.913	0.675518
-21.71189	-64.6875	287.082	287.842	288.798	0.76	0.264733	1.716	0.597739
-21.71189	-63.28125	292.409	293.112	293.985	0.703	0.240417	1.576	0.538971
-21.71189	-61.875	296.042	296.665	297.466	0.623	0.210443	1.424	0.481013
-21.71189	-60.46875	297.31	297.901	298.659	0.591	0.198782	1.349	0.453735
-21.71189	-59.0625	297.032	297.599	298.345	0.567	0.190889	1.313	0.44204
-21.71189	-57.65625	296.058	296.583	297.359	0.525	0.17733	1.301	0.439441
-21.71189	-56.25	296.938	297.492	298.319	0.554	0.186571	1.381	0.46508
-21.71189	-54.84375	297.656	298.21	298.968	0.554	0.186121	1.312	0.440777
-21.71189	-53.4375	296.885	297.425	298.194	0.54	0.181889	1.309	0.440911
-21.71189	-52.03125	296.898	297.432	298.213	0.534	0.17986	1.315	0.442913
-21.71189	-50.625	296.47	297.024	297.797	0.554	0.186865	1.327	0.4476
-21.71189	-49.21875	295.93	296.497	297.269	0.567	0.191599	1.339	0.452472
-21.71189	-47.8125	295.325	295.916	296.66	0.591	0.200119	1.335	0.452044
-21.71189	-46.40625	294.202	294.78	295.519	0.578	0.196464	1.317	0.447652
-21.71189	-45	293.528	294.115	294.854	0.587	0.199981	1.326	0.451746
-21.71189	-43.59375	293.705	294.284	295.003	0.579	0.197137	1.298	0.44194
-21.71189	-42.1875	295.208	295.8	296.447	0.592	0.200537	1.239	0.419704
-21.71189	-40.78125	296.928	297.338	297.869	0.41	0.138081	0.941	0.316912
-21.71189	-39.375	297.569	297.928	298.422	0.359	0.120644	0.853	0.286656
-21.71189	-37.96875	297.99	298.368	298.853	0.378	0.12685	0.863	0.289607
-21.71189	-36.5625	297.896	298.292	298.843	0.396	0.132932	0.947	0.317896
-21.71189	-35.15625	297.855	298.257	298.827	0.402	0.134965	0.972	0.326333
-21.71189	-33.75	297.712	298.109	298.688	0.397	0.13335	0.976	0.327834
-21.71189	-32.34375	297.638	298.037	298.617	0.399	0.134055	0.979	0.328923
-21.71189	-30.9375	297.571	297.967	298.549	0.396	0.133077	0.978	0.328661
-21.71189	-29.53125	297.486	297.876	298.456	0.39	0.131099	0.97	0.326066
-21.71189	-28.125	297.387	297.773	298.345	0.386	0.129797	0.958	0.322139
-21.71189	-26.71875	297.285	297.664	298.232	0.379	0.127487	0.947	0.31855
-21.71189	-25.3125	297.173	297.545	298.107	0.372	0.12518	0.934	0.314295
-21.71189	-23.90625	297.061	297.427	297.983	0.366	0.123207	0.922	0.310374
-21.71189	-22.5	296.938	297.296	297.846	0.358	0.120564	0.908	0.305788
-21.71189	-21.09375	296.8	297.157	297.693	0.357	0.120283	0.893	0.300876
-21.71189	-19.6875	296.658	297.014	297.536	0.356	0.120004	0.878	0.295964
-21.71189	-18.28125	296.51	296.866	297.375	0.356	0.120063	0.865	0.291727
-21.71189	-16.875	296.331	296.688	297.187	0.357	0.120473	0.856	0.288866
-21.71189	-15.46875	296.149	296.506	297	0.357	0.120547	0.851	0.287355
-21.71189	-14.0625	295.977	296.333	296.823	0.356	0.12028	0.846	0.285833
-21.71189	-12.65625	295.806	296.16	296.649	0.354	0.119673	0.843	0.284984
-21.71189	-11.25	295.601	295.955	296.449	0.354	0.119756	0.848	0.286873
-21.71189	-9.84375	295.41	295.763	296.265	0.353	0.119495	0.855	0.289428
-21.71189	-8.4375	295.225	295.58	296.088	0.355	0.120247	0.863	0.292319
-21.71189	-7.03125	295.03	295.392	295.906	0.362	0.122699	0.876	0.296919
-21.71189	-5.625	294.829	295.198	295.718	0.369	0.125157	0.889	0.301531
-21.71189	-4.21875	294.661	295.034	295.557	0.373	0.126586	0.896	0.304078
-21.71189	-2.8125	294.499	294.875	295.401	0.376	0.127674	0.902	0.306283
-21.71189	-1.40625	294.339	294.719	295.248	0.38	0.129103	0.909	0.308828
-20.31112	0	294.573	294.967	295.48	0.394	0.133753	0.907	0.307903
-20.31112	1.40625	294.525	294.927	295.438	0.402	0.136491	0.913	0.309991
-20.31112	2.8125	294.523	294.926	295.436	0.403	0.136831	0.913	0.309993
-20.31112	4.21875	294.572	294.975	295.48	0.403	0.136809	0.908	0.308244
-20.31112	5.625	294.741	295.141	295.632	0.4	0.135712	0.891	0.302299
-20.31112	7.03125	295.068	295.467	295.955	0.399	0.135223	0.887	0.300609
-20.31112	8.4375	295.55	295.957	296.457	0.407	0.137709	0.907	0.306885
-20.31112	9.84375	296.329	296.767	297.302	0.438	0.147809	0.973	0.328351
-20.31112	11.25	297.173	297.677	298.266	0.504	0.169598	1.093	0.367799
-20.31112	12.65625	297.48	298.006	298.645	0.526	0.176819	1.165	0.391623
-20.31112	14.0625	297.505	298.079	298.835	0.574	0.192938	1.33	0.447051
-20.31112	15.46875	297.095	297.755	298.658	0.66	0.222151	1.563	0.526094
-20.31112	16.875	295.7	296.505	297.421	0.805	0.272235	1.721	0.582009
-20.31112	18.28125	294.2	295.045	295.94	0.845	0.28722	1.74	0.591434
-20.31112	19.6875	294.535	295.399	296.281	0.864	0.293344	1.746	0.592799
-20.31112	21.09375	295.374	296.237	297.047	0.863	0.292172	1.673	0.566401
-20.31112	22.5	295.484	296.315	297.077	0.831	0.281234	1.593	0.539115
-20.31112	23.90625	295.781	296.671	297.403	0.89	0.300898	1.622	0.548379
-20.31112	25.3125	295.701	296.63	297.332	0.929	0.314169	1.631	0.551571
-20.31112	26.71875	296.37	297.295	297.954	0.925	0.31211	1.584	0.534467
-20.31112	28.125	294.868	295.794	296.501	0.926	0.314039	1.633	0.553807
-20.31112	29.53125	294.768	295.631	296.352	0.863	0.292773	1.584	0.537372
-20.31112	30.9375	294.888	295.688	296.391	0.8	0.271289	1.503	0.509685
-20.31112	32.34375	295.641	296.42	297.051	0.779	0.263495	1.41	0.47693
-20.31112	33.75	295.871	296.589	297.211	0.718	0.242673	1.34	0.4529
-20.31112	35.15625	298.419	298.946	299.547	0.527	0.176597	1.128	0.377992
-20.31112	36.5625	299.696	300.15	300.73	0.454	0.151487	1.034	0.345016
-20.31112	37.96875	299.938	300.402	300.991	0.464	0.154699	1.053	0.351073
-20.31112	39.375	300.029	300.51	301.115	0.481	0.160318	1.086	0.361965
-20.31112	40.78125	300.049	300.548	301.162	0.499	0.166306	1.113	0.370939
-20.31112	42.1875	299.886	300.402	301.011	0.516	0.172065	1.125	0.375143
-20.31112	43.59375	299.436	299.961	300.556	0.525	0.17533	1.12	0.374037
-20.31112	45	297.362	298.178	298.845	0.816	0.274413	1.483	0.498719
-20.31112	46.40625	295.9	296.689	297.421	0.789	0.266644	1.521	0.514025
-20.31112	47.8125	294.88	295.54	296.213	0.66	0.22382	1.333	0.452048
-20.31112	49.21875	297.544	298.029	298.586	0.485	0.163001	1.042	0.3502
-20.31112	50.625	298.672	299.132	299.668	0.46	0.154015	0.996	0.333476
-20.31112	52.03125	298.805	299.286	299.823	0.481	0.160975	1.018	0.34069
-20.31112	53.4375	298.794	299.286	299.821	0.492	0.164662	1.027	0.343715
-20.31112	54.84375	298.702	299.205	299.729	0.503	0.168395	1.027	0.343821
-20.31112	56.25	298.598	299.097	299.628	0.499	0.167114	1.03	0.344945
-20.31112	57.65625	298.592	299.086	299.626	0.494	0.165443	1.034	0.346292
-20.31112	59.0625	298.564	299.06	299.598	0.496	0.166129	1.034	0.346324
-20.31112	60.46875	298.524	299.023	299.556	0.499	0.167156	1.032	0.345701
-20.31112	61.875	298.49	298.99	299.519	0.5	0.16751	1.029	0.344735
-20.31112	63.28125	298.444	298.945	299.471	0.501	0.167871	1.027	0.344118
-20.31112	64.6875	298.382	298.883	299.405	0.501	0.167906	1.023	0.342849
-20.31112	66.09375	298.313	298.814	299.333	0.501	0.167944	1.02	0.341923
-20.31112	67.5	298.244	298.746	299.257	0.502	0.168319	1.013	0.339655
-20.31112	68.90625	298.174	298.681	299.179	0.507	0.170035	1.005	0.337052
-20.31112	70.3125	298.105	298.616	299.105	0.511	0.171416	1	0.335452
-20.31112	71.71875	298.026	298.542	299.023	0.516	0.173139	0.997	0.334535
-20.31112	73.125	297.927	298.448	298.925	0.521	0.174875	0.998	0.334981
-20.31112	74.53125	297.841	298.366	298.84	0.525	0.176269	0.999	0.335414
-20.31112	75.9375	297.755	298.282	298.756	0.527	0.176991	1.001	0.336182
-20.31112	77.34375	297.663	298.187	298.667	0.524	0.176038	1.004	0.337294
-20.31112	78.75	297.563	298.086	298.575	0.523	0.175761	1.012	0.340096
-20.31112	80.15625	297.472	297.996	298.493	0.524	0.176151	1.021	0.343226
-20.31112	81.5625	297.384	297.91	298.41	0.526	0.176876	1.026	0.345008
-20.31112	82.96875	297.296	297.827	298.326	0.531	0.17861	1.03	0.346456
-20.31112	84.375	297.201	297.734	298.236	0.533	0.17934	1.035	0.348249
-20.31112	85.78125	297.109	297.635	298.15	0.526	0.177039	1.041	0.350376
-20.31112	87.1875	297.02	297.539	298.071	0.519	0.174736	1.051	0.353848
-20.31112	88.59375	296.93	297.442	297.991	0.512	0.172431	1.061	0.357323
-20.31112	90	296.832	297.338	297.9	0.506	0.170467	1.068	0.359799
-20.31112	91.40625	296.753	297.258	297.828	0.505	0.170175	1.075	0.362254
