geonameid,name,asciiname,latitude,longitude,population
5262630,Menomonee Falls,Menomonee Falls,43.1789,-88.11731,35626
5262634,Menomonie,Menomonie,44.87552,-91.91934,16264
5262649,Mequon,Mequon,43.2364,-87.98453,23132
5262838,Middleton,Middleton,43.09722,-89.50429,17442
5263045,Milwaukee,Milwaukee,43.0389,-87.90647,594833
5263331,Monroe,Monroe,42.60112,-89.63845,10827
5264049,Muskego,Muskego,42.90585,-88.13898,24135
5264223,Neenah,Neenah,44.18582,-88.46261,25501
5264381,New Berlin,New Berlin,42.9764,-88.10842,39584
5264870,North La Crosse,North La Crosse,43.84635,-91.24819,50470
5265228,Oak Creek,Oak Creek,42.88585,-87.86314,34451
5265499,Oconomowoc,Oconomowoc,43.11167,-88.49927,15759
5265702,Onalaska,Onalaska,43.88441,-91.23514,17736
5265838,Oshkosh,Oshkosh,44.02471,-88.54261,66083
5267332,Platteville,Platteville,42.73416,-90.47846,11224
5267403,Pleasant Prairie,Pleasant Prairie,42.55308,-87.93341,19719
5267537,Plover,Plover,44.45636,-89.54401,12123
5267776,Port Washington,Port Washington,43.38722,-87.87564,11250
5267785,Portage,Portage,43.53915,-89.46262,10324
5268249,Racine,Racine,42.72613,-87.78285,78860
5268838,Richfield,Richfield,43.25612,-88.19398,11300
5268986,River Falls,River Falls,44.86136,-92.62381,15000
5271991,Salem,Salem,42.55474,-88.11092,11416
5272893,Sheboygan,Sheboygan,43.75083,-87.71453,49288
5273084,Shorewood,Shorewood,43.08918,-87.88758,13162
5273812,South Milwaukee,South Milwaukee,42.91057,-87.86064,21156
5274644,Stevens Point,Stevens Point,44.52358,-89.57456,26717
5274787,Stoughton,Stoughton,42.91695,-89.21789,12611
5274887,Suamico,Suamico,44.63194,-88.03927,11346
5275020,Sun Prairie,Sun Prairie,43.1836,-89.21373,29364
5275191,Superior,Superior,46.72077,-92.10408,27244
5275222,Sussex,Sussex,43.1339,-88.22204,10518
5276609,Two Rivers,Two Rivers,44.15388,-87.56925,11712
5277142,Verona,Verona,42.99083,-89.53318,10619
5278005,Watertown,Watertown,43.19472,-88.72899,23861
5278052,Waukesha,Waukesha,43.01168,-88.23148,70718
5278073,Waunakee,Waunakee,43.19194,-89.45567,12097
5278106,Waupun,Waupun,43.63332,-88.72955,11340
5278120,Wausau,Wausau,44.95914,-89.63012,39106
5278159,Wauwatosa,Wauwatosa,43.04946,-88.00759,46396
5278420,West Allis,West Allis,43.01668,-88.00703,60411
5278422,West Bend,West Bend,43.42528,-88.18343,31078
5278693,Weston,Weston,44.8908,-89.54762,14868
5278897,Whitefish Bay,Whitefish Bay,43.11334,-87.90009,14110
5278931,Whitewater,Whitewater,42.83362,-88.73233,14390
5279436,Wisconsin Rapids,Wisconsin Rapids,44.38358,-89.81735,18367
5280814,Weirton,Weirton,40.41896,-80.58952,19746
5280822,Weirton Heights,Weirton Heights,40.4084,-80.53924,19450
5280854,Wheeling,Wheeling,40.06396,-80.72091,28486
5281551,Ansonia,Ansonia,41.34621,-73.079,19249
5282804,Bridgeport,Bridgeport,41.16704,-73.20483,144229
5282835,Bristol,Bristol,41.67176,-72.94927,60477
5283054,Branford,Branford,41.27954,-72.8151,29438
5283837,Cheshire,Cheshire,41.49899,-72.90066,29443
5284756,Fillmore,Fillmore,34.39916,-118.91815,15002
5287262,Buckeye,Buckeye,33.37032,-112.58378,50876
5287565,Bullhead City,Bullhead City,35.14778,-114.5683,39540
5288261,Camp Verde,Camp Verde,34.56364,-111.85432,10873
5288636,Casa Grande,Casa Grande,32.8795,-111.75735,48571
5288661,Casas Adobes,Casas Adobes,32.32341,-110.9951,66795
5288786,Catalina Foothills,Catalina Foothills,32.29785,-110.9187,50796
5289282,Chandler,Chandler,33.30616,-111.84125,236123
5289658,Chino Valley,Chino Valley,34.75752,-112.45378,10817
5290663,Coolidge,Coolidge,32.97784,-111.51762,11825
5291033,Cottonwood,Cottonwood,34.73919,-112.00988,11265
5293083,Douglas,Douglas,31.34455,-109.54534,17378
5293183,Drexel Heights,Drexel Heights,32.14119,-111.02843,27749
5293996,El Mirage,El Mirage,33.61309,-112.3246,31797
5294167,Eloy,Eloy,32.7559,-111.55484,16631
5294810,Flagstaff,Flagstaff,35.19807,-111.65127,65870
5294902,Florence,Florence,33.03145,-111.38734,25536
5294937,Flowing Wells,Flowing Wells,32.29396,-111.00982,16419
5295143,Fortuna Foothills,Fortuna Foothills,32.65783,-114.41189,26265
5295177,Fountain Hills,Fountain Hills,33.61171,-111.71736,22489
5295903,Gilbert,Gilbert,33.35283,-111.78903,208453
5295985,Glendale,Glendale,33.53865,-112.18599,226721
5296106,Gold Camp,Gold Camp,33.29367,-111.30429,10159
5296266,Goodyear,Goodyear,33.43532,-112.35821,65275
5296802,Green Valley,Green Valley,31.85425,-110.9937,21391
5301067,Kingman,Kingman,35.18944,-114.05301,28068
5301388,Lake Havasu City,Lake Havasu City,34.4839,-114.32245,52527
5303705,Marana,Marana,32.43674,-111.22538,34961
5303752,Maricopa,Maricopa,33.05811,-112.04764,43482
5304391,Mesa,Mesa,33.42227,-111.82264,439041
5306523,New River,New River,33.91587,-112.13599,14952
5306611,Nogales,Nogales,31.34038,-110.93425,20837
5307540,Oro Valley,Oro Valley,32.39091,-110.96649,41011
5308049,Paradise Valley,Paradise Valley,33.53115,-111.94265,12820
5308305,Payson,Payson,34.23087,-111.32514,15301
5308480,Peoria,Peoria,33.5806,-112.23738,154065
5308655,Phoenix,Phoenix,33.44838,-112.07404,1445632
5309842,Prescott,Prescott,34.54002,-112.4685,39843
5309858,Prescott Valley,Prescott Valley,34.58941,-112.32525,38822
5310193,Queen Creek,Queen Creek,33.24866,-111.6343,26361
5311433,Rio Rico,Rio Rico,31.47148,-110.97648,18962
5312544,Sahuarita,Sahuarita,31.95758,-110.95565,25259
5312913,San Luis,San Luis,32.487,-114.78218,25505
5313457,Scottsdale,Scottsdale,33.50921,-111.89903,217385
5313667,Sedona,Sedona,34.86974,-111.76099,10031
5314245,Show Low,Show Low,34.25421,-110.02983,10660
5314328,Sierra Vista,Sierra Vista,31.55454,-110.30369,43888
5315062,Somerton,Somerton,32.59644,-114.70968,14287
5316201,Sun City,Sun City,33.59754,-112.27182,37499
5316205,Sun City West,Sun City West,33.66198,-112.34127,24535
5316209,Sun Lakes,Sun Lakes,33.21116,-111.87542,13975
5316428,Surprise,Surprise,33.63059,-112.33322,117517
5316890,Tanque Verde,Tanque Verde,32.25174,-110.73731,16901
5317058,Tempe,Tempe,33.41477,-111.90931,161719
5317071,Tempe Junction,Tempe Junction,33.41421,-111.94348,158368
5318313,Tucson,Tucson,32.22174,-110.92648,520116
5318320,Tucson Estates,Tucson Estates,32.18758,-111.09093,12192
5319311,Vail,Vail,32.04786,-110.71203,10208
5322053,Yuma,Yuma,32.72532,-114.6244,93064
5322400,Adelanto,Adelanto,34.58277,-117.40922,31765
5322551,Agoura,Agoura,34.14306,-118.73787,20537
5322553,Agoura Hills,Agoura Hills,34.13639,-118.77453,20330
5322737,Alameda,Alameda,37.76521,-122.24164,73812
5322794,Alamo,Alamo,37.8502,-122.03218,14570
5322850,Albany,Albany,37.88687,-122.29775,18539
5323060,Alhambra,Alhambra,34.09529,-118.12701,83089
5323163,Aliso Viejo,Aliso Viejo,33.56504,-117.72712,47823
5323401,Alpine,Alpine,32.83505,-116.76641,14236
5323525,Altadena,Altadena,34.18973,-118.13118,42777
5323566,Alum Rock,Alum Rock,37.36605,-121.82718,15536
5323694,American Canyon,American Canyon,38.17492,-122.2608,19454
5323810,Anaheim,Anaheim,33.83529,-117.9145,336265
5324105,Antelope,Antelope,38.70824,-121.32995,45770
5324200,Antioch,Antioch,38.00492,-121.80579,102372
5324363,Apple Valley,Apple Valley,34.50129,-117.18713,69135
5324477,Arcadia,Arcadia,34.13973,-118.03534,56364
5324802,Arroyo Grande,Arroyo Grande,35.11859,-120.59073,17252
5324862,Artesia,Artesia,33.86585,-118.08312,16522
5324903,Arvin,Arvin,35.20913,-118.82843,19304
5325011,Ashland,Ashland,37.69465,-122.11385,21925
5325111,Atascadero,Atascadero,35.48942,-120.67073,28310
5325187,Atwater,Atwater,37.34772,-120.60908,28168
5325223,Auburn,Auburn,38.89657,-121.07689,13330
5325327,Avenal,Avenal,36.00412,-120.12903,15505
5325372,Avocado Heights,Avocado Heights,34.03612,-117.99118,15411
5325423,Azusa,Azusa,34.13362,-117.90756,46361
5325738,Bakersfield,Bakersfield,35.37329,-119.01871,347483
5325866,Baldwin Park,Baldwin Park,34.08529,-117.9609,75390
5326032,Banning,Banning,33.92557,-116.87641,29603
5326297,Barstow,Barstow,34.89859,-117.02282,22639
5326305,Barstow Heights,Barstow Heights,34.86971,-117.05615,24202
5326561,Bay Point,Bay Point,38.02909,-121.96163,21534
5327098,Beaumont,Beaumont,33.92946,-116.97725,36877
5327298,Bell,Bell,33.97751,-118.18702,35477
5327319,Bell Gardens,Bell Gardens,33.96529,-118.15146,42072
5327422,Bellflower,Bellflower,33.88168,-118.11701,76616
5327455,Belmont,Belmont,37.52021,-122.2758,25835
5327550,Benicia,Benicia,38.04936,-122.15858,26997
5327684,Berkeley,Berkeley,37.87159,-122.27275,112580
5328041,Beverly Hills,Beverly Hills,34.07362,-118.40036,34109
5328152,Big Bear City,Big Bear City,34.26112,-116.84503,12304
5329408,Bloomington,Bloomington,34.07029,-117.39588,23851
5329649,Blythe,Blythe,33.6103,-114.59635,20817
5329954,Bonita,Bonita,32.65783,-117.03003,12538
5330167,Bostonia,Bostonia,32.80755,-116.93642,15379
5330413,Boyle Heights,Boyle Heights,34.0339,-118.20535,92785
5330567,Brawley,Brawley,32.97866,-115.53027,24953
5330582,Brea,Brea,33.91668,-117.90006,39282
5330642,Brentwood,Brentwood,37.92687,-121.72577,51481
5331575,Buena Park,Buena Park,33.86751,-117.99812,80530
5331835,Burbank,Burbank,34.18084,-118.30897,103340
5331920,Burlingame,Burlingame,37.5841,-122.36608,28806
5332593,Calabasas,Calabasas,34.15778,-118.63842,23058
5332698,Calexico,Calexico,32.67895,-115.49888,38572
5332748,California City,California City,35.1258,-117.9859,14120
5333180,Camarillo,Camarillo,34.21639,-119.0376,65201
5333282,Cameron Park,Cameron Park,38.66879,-120.98716,18228
5333689,Campbell,Campbell,37.28717,-121.94996,39349
5333913,Canoga Park,Canoga Park,34.20112,-118.59814,60578
5333976,Canyon Lake,Canyon Lake,33.68502,-117.27309,10561
5334223,Carlsbad,Carlsbad,33.15809,-117.35059,105328
5334336,Carmichael,Carmichael,38.61713,-121.32828,61762
5334423,Carpinteria,Carpinteria,34.39888,-119.51846,13040
5334519,Carson,Carson,33.83141,-118.28202,91714
5334799,Castaic,Castaic,34.48888,-118.62287,19015
5334928,Castro Valley,Castro Valley,37.6941,-122.08635,61388
5335006,Cathedral City,Cathedral City,33.77974,-116.46529,51200
5335650,Ceres,Ceres,37.59493,-120.95771,45417
5335663,Cerritos,Cerritos,33.85835,-118.06479,49041
5336054,Chatsworth,Chatsworth,34.25723,-118.6012,41255
5336190,Cherryland,Cherryland,37.67938,-122.1033,14728
5336269,Chico,Chico,39.72849,-121.83748,86187
5336537,Chino,Chino,34.01223,-117.68894,77983
5336545,Chino Hills,Chino Hills,33.9938,-117.75888,74799
5336667,Chowchilla,Chowchilla,37.123,-120.26018,18720
5336899,Chula Vista,Chula Vista,32.64005,-117.0842,243916
5337551,Citrus,Citrus,34.11501,-117.89173,10866
5337561,Citrus Heights,Citrus Heights,38.70712,-121.28106,83301
5337696,Claremont,Claremont,34.09684,-117.72164,34926
5337841,Clayton,Clayton,37.94103,-121.93579,10897
5337908,Clearlake,Clearlake,38.95823,-122.62637,15250
5338122,Clovis,Clovis,36.82523,-119.70292,95631
5338166,Coachella,Coachella,33.6803,-116.17389,40704
5338196,Coalinga,Coalinga,36.13968,-120.36015,13380
5338783,Colton,Colton,34.0739,-117.31365,52154
5338929,Commerce,Commerce,34.00057,-118.15979,12823
5339066,Compton,Compton,33.89585,-118.22007,96455
5339111,Concord,Concord,37.97798,-122.03107,122067
5339539,Corcoran,Corcoran,36.09801,-119.5604,24813
5339631,Corona,Corona,33.87529,-117.56644,152374
5339663,Coronado,Coronado,32.68589,-117.18309,18912
5339840,Costa Mesa,Costa Mesa,33.64113,-117.91867,109960
5339873,Coto De Caza,Coto De Caza,33.60419,-117.58699,14866
5340175,Covina,Covina,34.09001,-117.89034,47796
5340674,Crestline,Crestline,34.24195,-117.2856,10770
5341051,Cudahy,Cudahy,33.96057,-118.18535,23805
5341114,Culver City,Culver City,34.02112,-118.39647,38883
5341145,Cupertino,Cupertino,37.323,-122.03218,58302
5341256,Cypress,Cypress,33.81696,-118.03729,47802
5341430,Daly City,Daly City,37.70577,-122.46192,101123
5341483,Dana Point,Dana Point,33.46697,-117.69811,33351
5341531,Danville,Danville,37.82159,-121.99996,42039
5341704,Davis,Davis,38.54491,-121.74052,65622
5342425,Del Aire,Del Aire,33.91613,-118.36952,10001
5342485,Delano,Delano,35.76884,-119.24705,53041
5342522,Delhi,Delhi,37.43216,-120.77854,10755
5342710,Desert Hot Springs,Desert Hot Springs,33.96112,-116.50168,25938
5342992,Diamond Bar,Diamond Bar,34.02862,-117.81034,55544
5343038,Diamond Springs,Diamond Springs,38.69463,-120.81494,11037
5343171,Dinuba,Dinuba,36.54328,-119.38707,21453
5343202,Discovery Bay,Discovery Bay,37.90854,-121.60023,13352
5343303,Dixon,Dixon,38.44546,-121.8233,18351
5343858,Downey,Downey,33.94001,-118.13257,111772
5344147,Duarte,Duarte,34.13945,-117.97729,21321
5344157,Dublin,Dublin,37.70215,-121.93579,46036
5344817,East Rancho Dominguez,East Rancho Dominguez,33.89807,-118.19535,15135
5344942,East Hemet,East Hemet,33.74002,-116.93891,17418
5344994,East Los Angeles,East Los Angeles,34.0239,-118.17202,126496
5345032,East Palo Alto,East Palo Alto,37.46883,-122.14108,28155
5345071,East San Gabriel,East San Gabriel,34.09168,-118.09118,14874
5345529,El Cajon,El Cajon,32.79477,-116.96253,99478
5345609,El Centro,El Centro,32.792,-115.56305,42598
5345623,El Cerrito,El Cerrito,37.91576,-122.31164,23549
5345679,El Dorado Hills,El Dorado Hills,38.68574,-121.08217,42108
5345743,El Monte,El Monte,34.06862,-118.02757,113475
5345860,El Segundo,El Segundo,33.91918,-118.41647,16654
5345888,El Sobrante,El Sobrante,37.97715,-122.29525,12669
5346111,Elk Grove,Elk Grove,38.4088,-121.37162,153015
5346462,Emeryville,Emeryville,37.83132,-122.28525,10080
5346646,Encinitas,Encinitas,33.03699,-117.29198,59518
5346827,Escondido,Escondido,33.11921,-117.08642,143911
5347239,Exeter,Exeter,36.29606,-119.14205,10334
5347287,Fair Oaks,Fair Oaks,38.64463,-121.27217,30912
5347335,Fairfield,Fairfield,38.24936,-122.03997,105321
5347397,Fairview,Fairview,37.67854,-122.0458,10003
5347578,Fallbrook,Fallbrook,33.37642,-117.25115,30534
5347742,Farmersville,Farmersville,36.29773,-119.20678,10588
5349613,Florin,Florin,38.49602,-121.40884,47513
5349705,Folsom,Folsom,38.67796,-121.17606,72203
5349755,Fontana,Fontana,34.09223,-117.43505,196069
5349803,Foothill Farms,Foothill Farms,38.67877,-121.35114,33121
5349828,Foothill Ranch,Foothill Ranch,33.68641,-117.66088,11698
5350159,Foster City,Foster City,37.55855,-122.27108,30567
5350207,Fountain Valley,Fountain Valley,33.70918,-117.95367,55313
5350734,Fremont,Fremont,37.54827,-121.98857,214089
5350937,Fresno,Fresno,36.74773,-119.77237,494665
5351247,Fullerton,Fullerton,33.87029,-117.92534,135161
5351428,Galt,Galt,38.25464,-121.29995,23647
5351496,Garden Acres,Garden Acres,37.96381,-121.22939,10648
5351515,Garden Grove,Garden Grove,33.77391,-117.94145,170883
5351549,Gardena,Gardena,33.88835,-118.30896,58829
5352214,Gilroy,Gilroy,37.00578,-121.56828,48821
5352350,Glen Avon,Glen Avon,34.01168,-117.48477,20199
5352423,Glendale,Glendale,34.14251,-118.25508,191719
5352439,Glendora,Glendora,34.13612,-117.86534,50073
5352963,Goleta,Goleta,34.43583,-119.82764,29888
5353484,Grand Terrace,Grand Terrace,34.0339,-117.31365,12040
5353530,Granite Bay,Granite Bay,38.76323,-121.16384,20402
5353775,Grass Valley,Grass Valley,39.21906,-121.06106,12860
5354172,Greenfield,Greenfield,36.3208,-121.24381,16330
5354552,Grover Beach,Grover Beach,35.12164,-120.62128,13156
5354819,Hacienda Heights,Hacienda Heights,33.99307,-117.96868,54038
5354943,Half Moon Bay,Half Moon Bay,37.46355,-122.42859,11324
5355180,Hanford,Hanford,36.32745,-119.64568,53967
5355782,Hawaiian Gardens,Hawaiian Gardens,33.8314,-118.07284,14254
5355828,Hawthorne,Hawthorne,33.9164,-118.35257,84293
5355933,Hayward,Hayward,37.66882,-122.0808,144186
5356012,Healdsburg,Healdsburg,38.61047,-122.86916,11254
5356277,Hemet,Hemet,33.74752,-116.97197,78657
5356451,Hercules,Hercules,38.01714,-122.28858,24060
5356521,Hermosa Beach,Hermosa Beach,33.86224,-118.39952,19506
5356576,Hesperia,Hesperia,34.42639,-117.30088,90173
5356868,Highland,Highland,34.12834,-117.20865,53104
5357155,Hillsborough,Hillsborough,37.5741,-122.37942,10825
5357499,Hollister,Hollister,36.85245,-121.4016,34928
5357527,Hollywood,Hollywood,34.09834,-118.32674,167664
5357731,Home Gardens,Home Gardens,33.87807,-117.52088,11570
5358705,Huntington Beach,Huntington Beach,33.6603,-117.99923,189992
5358736,Huntington Park,Huntington Park,33.98168,-118.22507,58114
5359052,Imperial,Imperial,32.84755,-115.56944,14758
5359054,Imperial Beach,Imperial Beach,32.58394,-117.11308,26324
5359446,Indio,Indio,33.72058,-116.21556,76036
5359488,Inglewood,Inglewood,33.96168,-118.35313,109673
5359777,Irvine,Irvine,37.68187,-121.76801,80968
5367565,Lodi,Lodi,38.1302,-121.27245,62134
5367696,Loma Linda,Loma Linda,34.04835,-117.26115,23261
5367767,Lomita,Lomita,33.79224,-118.31507,20256
5367788,Lompoc,Lompoc,34.63915,-120.45794,42434
5367929,Long Beach,Long Beach,33.76696,-118.18923,462257
5368304,Los Alamitos,Los Alamitos,33.80307,-118.07256,11449
5368335,Los Altos,Los Altos,37.38522,-122.11413,28976
5368361,Los Angeles,Los Angeles,34.05223,-118.24368,3792621
5368453,Los Banos,Los Banos,37.05828,-120.84992,35972
5368518,Los Gatos,Los Gatos,37.22661,-121.97468,29413
5368565,Los Osos,Los Osos,35.31109,-120.8324,14276
5369367,Lynwood,Lynwood,33.93029,-118.21146,69772
5369568,Madera,Madera,36.96134,-120.06072,61416
5369690,Magalia,Magalia,39.81211,-121.57831,11310
5369906,Malibu,Malibu,34.00501,-118.81009,12645
5369909,Malibu Beach,Malibu Beach,34.03279,-118.68842,13769
5370082,Manhattan Beach,Manhattan Beach,33.88474,-118.41091,35135
5370164,Manteca,Manteca,37.79743,-121.21605,67096
5370493,Marina,Marina,36.6844,-121.80217,19718
5370868,Martinez,Martinez,38.01937,-122.13413,35824
5370984,Marysville,Marysville,39.14573,-121.59135,12072
5371261,Maywood,Maywood,33.98668,-118.18535,27395
5371530,McFarland,McFarland,35.67801,-119.22927,12707
5371858,Mead Valley,Mead Valley,33.83335,-117.29615,18510
5372190,Mendota,Mendota,36.75356,-120.38156,11014
5372205,Menifee,Menifee,33.72835,-117.14642,77519
5372223,Menlo Park,Menlo Park,37.45383,-122.18219,32026
5372253,Merced,Merced,37.30216,-120.48297,78958
5373121,Mill Valley,Mill Valley,37.90604,-122.54498,13903
5373129,Millbrae,Millbrae,37.59855,-122.38719,21532
5373327,Milpitas,Milpitas,37.42827,-121.90662,66790
5373492,Mira Loma,Mira Loma,33.99251,-117.51644,21930
5373763,Mission Viejo,Mission Viejo,33.60002,-117.672,93305
5373900,Modesto,Modesto,37.6391,-120.99688,201165
5374175,Monrovia,Monrovia,34.14806,-117.99895,36590
5374232,Montclair,Montclair,34.07751,-117.68978,36664
5374322,Montebello,Montebello,34.00946,-118.10535,62500
5374361,Monterey,Monterey,36.60024,-121.89468,27810
5374406,Monterey Park,Monterey Park,34.06251,-118.12285,60269
5374648,Moorpark,Moorpark,34.28556,-118.88204,34421
5374671,Moraga,Moraga,37.83493,-122.12969,16016
5374732,Moreno Valley,Moreno Valley,33.93752,-117.23059,193365
5374764,Morgan Hill,Morgan Hill,37.1305,-121.65439,37882
5374920,Morro Bay,Morro Bay,35.36581,-120.8499,10234
5375480,Mountain View,Mountain View,37.38605,-122.08385,74066
5375911,Murrieta,Murrieta,33.55391,-117.21392,103466
5375938,Muscoy,Muscoy,34.15418,-117.34421,10644
5376095,Napa,Napa,38.29714,-122.28553,76915
5376200,National City,National City,32.67811,-117.0992,58582
5376803,Newark,Newark,37.52966,-122.04024,42573
5376870,Newman,Newman,37.31383,-121.02076,10224
5376890,Newport Beach,Newport Beach,33.61891,-117.92895,85186
5377100,Nipomo,Nipomo,35.04275,-120.476,16714
5377199,Norco,Norco,33.93113,-117.54866,27063
5377266,North Auburn,North Auburn,38.93129,-121.08189,13022
5377389,North Fair Oaks,North Fair Oaks,37.47438,-122.19663,14687
5377613,North Glendale,North Glendale,34.16056,-118.26452,203201
5377640,North Highlands,North Highlands,38.68574,-121.37217,42694
5377654,North Hollywood,North Hollywood,34.17223,-118.37897,77848
5377985,Northridge,Northridge,34.22834,-118.53675,68469
5377995,Norwalk,Norwalk,33.90224,-118.08173,105549
5378044,Novato,Novato,38.10742,-122.5697,51904
5378408,Oak Park,Oak Park,34.17917,-118.76287,13811
5378500,Oakdale,Oakdale,37.76659,-120.84715,20675
5378538,Oakland,Oakland,37.80437,-122.2708,390724
5378566,Oakley,Oakley,37.99742,-121.71245,35432
5378771,Oceanside,Oceanside,33.19587,-117.37948,167086
5378870,Oildale,Oildale,35.41968,-119.01955,32684
5379264,Olivehurst,Olivehurst,39.09545,-121.55219,13656
5379439,Ontario,Ontario,34.06334,-117.65089,163924
5379513,Orange,Orange,33.78779,-117.85311,136416
5379566,Orangevale,Orangevale,38.67851,-121.22578,33960
5379609,Orcutt,Orcutt,34.86526,-120.436,28905
5379678,Orinda,Orinda,37.87715,-122.17969,17643
5379759,Oroville,Oroville,39.51378,-121.55636,15546
5380184,Oxnard,Oxnard,34.1975,-119.17705,197899
5380202,Oxnard Shores,Oxnard Shores,34.19084,-119.2415,187235
5380420,Pacifica,Pacifica,37.61383,-122.48692,37234
5380437,Pacific Grove,Pacific Grove,36.61774,-121.91662,15041
5380626,Palm Desert,Palm Desert,33.72224,-116.37446,48445
5380668,Palm Springs,Palm Springs,33.8303,-116.54529,44552
5380698,Palmdale,Palmdale,34.57943,-118.11646,152750
5380748,Palo Alto,Palo Alto,37.44188,-122.14302,64403
5380883,Palos Verdes Estates,Palos Verdes Estates,33.80057,-118.39007,13438
5381002,Paradise,Paradise,39.75961,-121.62192,26218
5381110,Paramount,Paramount,33.88946,-118.15979,54098
5381305,Parkway,Parkway,38.49602,-121.45884,14670
5381325,Parlier,Parlier,36.61162,-119.52707,14494
5381396,Pasadena,Pasadena,34.14778,-118.14452,137122
5381438,Paso Robles,Paso Robles,35.62664,-120.691,27157
5381515,Patterson,Patterson,37.4716,-121.12966,20413
5381796,Pedley,Pedley,33.97529,-117.47588,12672
5382146,Perris,Perris,33.78252,-117.22865,68386
5382232,Petaluma,Petaluma,38.23242,-122.63665,57941
5382362,Phelan,Phelan,34.42611,-117.57228,14304
5382496,Pico Rivera,Pico Rivera,33.98307,-118.09674,62942
5382514,Piedmont,Piedmont,37.82437,-122.23164,10667
5383187,Pinole,Pinole,38.00437,-122.29886,18390
5383465,Pittsburg,Pittsburg,38.02798,-121.88468,63264
5383527,Placentia,Placentia,33.87224,-117.87034,50533
5383559,Placerville,Placerville,38.72963,-120.79855,10389
5383720,Pleasant Hill,Pleasant Hill,37.94798,-122.0608,33152
5383777,Pleasanton,Pleasanton,37.66243,-121.87468,70285
5384170,Pomona,Pomona,34.05529,-117.75228,149058
5384339,Port Hueneme,Port Hueneme,34.14778,-119.19511,21723
5384471,Porterville,Porterville,36.06523,-119.01677,54165
5384690,Poway,Poway,32.96282,-117.03586,47811
5385082,Prunedale,Prunedale,36.77579,-121.66967,17560
5385393,Quartz Hill,Quartz Hill,34.64526,-118.21813,10912
5385793,Ramona,Ramona,33.04171,-116.86808,20292
5385941,Rancho Cordova,Rancho Cordova,38.58907,-121.30273,64776
5385955,Rancho Cucamonga,Rancho Cucamonga,34.1064,-117.59311,165269
5386015,Rancho Mirage,Rancho Mirage,33.73974,-116.41279,17218
5386035,Rancho Palos Verdes,Rancho Palos Verdes,33.74446,-118.38702,41643
5386053,Rancho San Diego,Rancho San Diego,32.74727,-116.9353,21208
5386082,Rancho Santa Margarita,Rancho Santa Margarita,33.64086,-117.6031,47853
5386754,Redlands,Redlands,34.05557,-117.18254,68747
5386785,Redondo Beach,Redondo Beach,33.84918,-118.38841,66748
5386834,Redwood City,Redwood City,37.48522,-122.23635,76815
5386932,Redwood Shores,Redwood Shores,37.53188,-122.24802,10500
5386984,Reedley,Reedley,36.59634,-119.4504,24194
5387288,Rialto,Rialto,34.1064,-117.37032,99171
5387428,Richmond,Richmond,37.93576,-122.34775,103701
5387494,Ridgecrest,Ridgecrest,35.62246,-117.6709,27616
5387687,Rio Linda,Rio Linda,38.69101,-121.44857,15106
5387749,Ripon,Ripon,37.7416,-121.12438,14297
5387844,Riverbank,Riverbank,37.73604,-120.93549,22678
5387877,Riverside,Riverside,33.95335,-117.39616,303871
5388319,Rocklin,Rocklin,38.79073,-121.23578,56974
5388564,Rohnert Park,Rohnert Park,38.33964,-122.7011,40971
5388735,Rosamond,Rosamond,34.86414,-118.16341,18150
5388843,Rosedale,Rosedale,35.38357,-119.14538,14058
5388867,Rosemead,Rosemead,34.08057,-118.07285,53764
5388873,Rosemont,Rosemont,38.55185,-121.36467,22681
5388881,Roseville,Roseville,38.75212,-121.28801,118788
5388953,Rossmoor,Rossmoor,33.78557,-118.08506,10244
5389126,Rowland Heights,Rowland Heights,33.97612,-117.90534,48993
5389213,Rubidoux,Rubidoux,33.99613,-117.4056,34280
5389489,Sacramento,Sacramento,38.58157,-121.4944,466488
5391291,Salida,Salida,37.70576,-121.08494,13722
5391295,Salinas,Salinas,36.67774,-121.6555,150441
5391615,San Anselmo,San Anselmo,37.97465,-122.56164,12336
5391710,San Bernardino,San Bernardino,34.10834,-117.28977,209924
5391749,San Bruno,San Bruno,37.63049,-122.41108,41114
5391760,San Carlos,San Carlos,37.50716,-122.26052,28406
5391791,San Clemente,San Clemente,33.42697,-117.61199,63522
5391811,San Diego,San Diego,32.71533,-117.15726,1307402
5391831,San Diego Country Estates,San Diego Country Estates,33.00671,-116.78364,10109
5391891,San Dimas,San Dimas,34.10668,-117.80673,33371
5391945,San Fernando,San Fernando,34.28195,-118.43897,23645
5391959,San Francisco,San Francisco,37.77493,-122.41942,805235
5392034,San Gabriel,San Gabriel,34.09611,-118.10583,39718
5392090,San Jacinto,San Jacinto,33.78391,-116.95864,44199
5392171,San Jose,San Jose,37.33939,-121.89496,945942
5392229,San Juan Capistrano,San Juan Capistrano,33.50169,-117.66255,34593
5392263,San Leandro,San Leandro,37.72493,-122.15608,86869
5392281,San Lorenzo,San Lorenzo,37.68104,-122.12441,23452
5392323,San Luis Obispo,San Luis Obispo,35.28275,-120.65962,45119
5392368,San Marcos,San Marcos,33.14337,-117.16614,83781
5392400,San Marino,San Marino,34.1214,-118.10646,13147
5392423,San Mateo,San Mateo,37.56299,-122.32553,97207
5392508,San Pablo,San Pablo,37.96215,-122.34553,29139
5392528,San Pedro,San Pedro,33.73585,-118.29229,78405
5392567,San Rafael,San Rafael,37.97353,-122.53109,57713
